"symbol" "WT.mean" "WT.sd" "logFC.group" "logFC.30" "logFC.60" "logFC.120" "p.30" "p.60" "p.120" "q.30" "q.60" "q.120" "R2.group" "R2.E" "R2.M" "R2.L"
"AT1G02410" "COX11" 10.7052877916667 2.28098060759042 "L" -0.0907323 0.15863 0.29531 0.70865 0.45705 0.16295 0.995617 0.959517 0.77868 "L" 0.157366962292385 0.0291499709239617 0.273352380203611
"AT1G02420" "AT1G02420" 1.18368151666667 0.218491606713912 "M" -0.198248 -0.683176 -0.0900379 0.6252 0.0799 0.8002 0.986518 0.616032 0.998621 "M" 0.21577706109318 0.422493365899774 0.17876755730399
"AT1G02430" "ATARFD1B" 1.34067128333333 0.52096459951023 "E" 1.1074 0.0877276 -0.0851149 0.13985 0.8986 0.91785 0.744022 0.998621 0.998621 "E" 0.751326910013139 0.296232469147879 0.13041790653838
"AT1G02440" "ATARFD1A" 0.214460975 0.192372457803116 "M" 1.54485 1.64066 0.287719 1 1 1 1 1 1 "M" 0.57155732198386 0.728414909427337 0.27219560838917
"AT1G02450" "NIMIN-1" 0.180594404166667 0.199744070217265 "E" -1.42081 -0.43469 -0.700711 1 1 1 1 1 1 "E" 0.221352561888392 0.0681763414238981 0.204308574389331
"AT1G02460" "AT1G02460" 0.404938716666667 0.141063392940275 "M" 0.190588 -0.345241 -0.249098 1 1 1 1 1 1 "M" 0.22282490445363 0.22937269970061 0.189928739714659
"AT1G02470" "AT1G02470" 3.61662383333333 1.66415422742829 "L" -0.469136 -0.824966 -1.29086 0.10755 0.00305 5e-05 0.683895 0.106751 0.00512634 "L" 0.786440724122528 0.77158378215575 0.792612644458475
"AT1G02475" "AT1G02475" 48.5044391666667 9.76875687789968 "E" -0.284723 0.206612 -0.0970876 0.2413 0.3577 0.6594 0.856127 0.924246 0.990365 "E" 0.108695772755859 0.0564689558001071 0.00141951805742713
"AT1G02490" "AT1G02490" 25.85257625 49.5170115044769 "L" Inf Inf Inf 1 0.013 1 1 0.256979 1 "E" 0.130803865638379 0.06474816886465 0.130196571094663
"AT1G02500" "SAM1" 364.9500375 93.317040478043 "M" 0.075893 0.298749 -0.0963809 0.85875 0.43565 0.8048 0.998621 0.953078 0.998621 "M" 0.04623323600547 0.15057078683287 0.0128850936225224
"AT1G02520" "ABCB11" 0.2983887125 0.12331378686643 "L" -0.101179 0.00398505 0.327892 1 1 1 1 1 1 "L" 0.0917101871366529 0.0629830074509541 0.246246795572532
"AT1G02560" "CLPP5" 66.6291325 22.723050525201 "M" 0.159371 0.354507 -0.0735206 0.57075 0.18235 0.76725 0.979882 0.801269 0.998621 "M" 0.0886695317334177 0.20990178814422 0.0291058943349571
"AT1G02570" "AT1G02570" 1.07556356666667 0.620622371985768 "L" 0.0930135 -0.781089 -0.830902 1 1 1 1 1 1 "M" 0.0743224811516201 0.184720545024173 0.167960693997292
"AT1G02575" "AT1G02575" 0.726428458333333 0.401316209265396 "L" 0.874428 0.395211 1.40567 1 1 0.02395 1 1 0.360696 "L" 0.00740295697616888 0.0387613987804835 0.548832319441956
"AT1G02610" "AT1G02610" 2.0993402875 0.811830951312487 "L" 0.174741 -0.577716 -1.36226 0.66415 0.1427 0.0057 0.991399 0.748604 0.157614 "L" 0.260738177461963 0.057628450097435 0.66732656403851
"AT1G02630" "ETN8" 0.223172304583333 0.133509898271879 "E" 1.91909 1.48878 1.4434 1 1 1 1 1 1 "E" 0.340094666061873 0.182106534812983 0.302615966151515
"AT1G02640" "BXL2" 7.43090416666667 1.70984580198596 "L" 0.153074 -0.0338869 -0.297637 0.51885 0.87785 0.1863 0.972282 0.998621 0.805569 "L" 0.11056278658271 0.0876601527381975 0.204465066717557
"AT1G02650" "AT1G02650" 0.744140875 0.231924617831809 "E" 0.457524 0.140175 0.156449 0.3037 1 1 0.898545 1 1 "E" 0.146450050938162 0.0674936123198921 0.059776945447151
"AT1G02660" "AT1G02660" 1.93497593333333 0.758665227523079 "M" -0.291171 -0.564269 -0.391197 0.3061 0.03045 0.1272 0.899967 0.406826 0.722216 "M" 0.583960537794167 0.652731728409626 0.618705156041637
"AT1G02670" "AT1G02670" 0.410129836666667 0.11505077357231 "L" 0.716896 0.733802 0.913002 1 1 1 1 1 1 "E" 0.251558458002363 0.217273137374017 0.245036525735759
"AT1G02680" "TAF13" 8.41691758333333 2.2843682503574 "M" 0.0982796 0.155192 -0.00983512 0.6959 0.4878 0.964 0.993753 0.965596 0.998621 "M" 0.209529968675605 0.426717002304377 0.0689769819652117
"AT1G02690" "IMPA6" 6.20191154166667 1.21812466311293 "M" 0.0128634 -0.0794682 0.0399714 0.9566 0.71875 0.85685 0.998621 0.996625 0.998621 "M" 0.0025155001523347 0.00996827697385594 0.00131359536325359
"AT1G02700" "AT1G02700" 1.10351680416667 0.355229691216635 "M" 0.147258 -0.17441 -0.120572 0.76395 0.69115 0.78325 0.998621 0.993686 0.998621 "E" 0.0295648246466617 0.0254238880822493 0.0215406440641134
"AT1G02710" "AT1G02710" 17.9450690416667 10.2028529667615 "E" 1.01189 0.460964 0.0874193 0.00555 0.15855 0.7965 0.155401 0.772829 0.998621 "E" 0.417351332762857 0.287921533923815 0.105041385345666
"AT1G02720" "GATL5" 6.95887525 0.792978700025211 "L" 0.147076 -0.0853534 0.282325 0.5473 0.7 0.19725 0.977071 0.99455 0.816665 "L" 0.00432719752035171 0.149633660926248 0.418632885139509
"AT1G02730" "CSLD5" 4.53926533333333 1.27501663412244 "E" 0.81746 0.109799 0.00380214 0.001 0.6299 0.9852 0.0493338 0.98679 0.998621 "E" 0.360519260168722 0.141111224246406 0.0407196461420526
"AT1G02740" "MRG2" 5.46980895833333 0.960089082023188 "E" 0.126951 0.0432928 0.0571528 0.65125 0.8607 0.823 0.989035 0.998621 0.998621 "E" 0.0118912541182894 0.00723571063698614 0.00548095055884512
"AT1G02750" "DI19-2" 7.10395220833333 1.5100941065946 "E" -0.234415 -0.101533 0.162145 0.37135 0.65775 0.47915 0.931144 0.990115 0.964149 "E" 0.18384796009068 0.172099785481938 0.156062002189411
"AT1G02770" "AT1G02770" 0.955190279166667 0.454829647532789 "M" -0.217454 -0.680127 0.0233137 1 1 1 1 1 1 "M" 0.0673941774131409 0.139201162918571 0.0388337602795086
"AT1G02780" "RPL19A" 885.5299375 351.045197762178 "M" 0.307333 0.426302 0.247736 0.5205 0.328 0.5813 0.972572 0.910464 0.981367 "M" 0.229848397311677 0.283789914906528 0.211914629848398
"AT1G02800" "CEL2" 0.619394420833333 0.20830340716442 "E" 1.06576 0.516817 -0.0349257 0.01915 1 1 0.318331 1 1 "E" 0.406340567051084 0.305138010158539 0.0833257760146154
"AT1G02810" "PME7" 0.893747941666667 0.346686068896921 "E" 0.243203 0.0684623 -0.0757069 0.5151 0.8379 0.82525 0.971626 0.998621 0.998621 "E" 0.0830522215310322 0.0657930912950206 0.0519701704398778
"AT1G02816" "AT1G02816" 21.34161375 3.78136332112686 "E" -0.220578 -0.120118 0.0156557 0.33465 0.5556 0.93905 0.914892 0.978552 0.998621 "E" 0.803676915153523 0.646138263592547 0.228463828701849
"AT1G02820" "AT1G02820" 2.29898020833333 0.98872764379523 "M" 0.278639 -0.721829 -0.499549 0.5177 0.1018 0.2363 0.972282 0.671227 0.852032 "M" 0.260090775867603 0.305163831173794 0.245214875016283
"AT1G02840" "SR34" 25.0514570833333 6.07590680411645 "E" 0.193572 0.0402455 -0.00724763 0.42195 0.85285 0.97375 0.949799 0.998621 0.998621 "E" 0.0817596302960836 0.0534762611181273 1.35012980684301e-06
"AT1G02850" "BGLU11" 6.90826366666667 2.49618993960085 "E" -1.27976 -0.814446 -0.37328 5e-05 0.00045 0.09135 0.00512634 0.0282141 0.64615 "E" 0.551521331271106 0.420084997760257 0.380454068566782
"AT1G02860" "BAH1" 6.96545666666667 1.34666362758233 "L" 0.140198 0.695628 0.972954 0.69375 0.0518 0.0027 0.993753 0.521988 0.098593 "M" 0.117370933134836 0.621640127600783 0.605797599212123
"AT1G02870" "AT1G02870" 19.8057541666667 5.84030107223183 "M" 0.0922671 0.144951 0.136236 0.79735 0.7139 0.71285 0.998621 0.996353 0.996146 "M" 0.0581158590826186 0.0726385540019128 0.0637621418786066
"AT1G02880" "TPK1" 9.32346104166667 2.33064026676544 "E" -0.451238 -0.386715 0.0410653 0.06945 0.0751 0.84765 0.585238 0.602778 0.998621 "M" 0.494680135598088 0.560757045879277 0.157596541963443
"AT1G02890" "AT1G02890" 1.25214775416667 1.05537759642096 "M" 0.153923 0.370697 0.0905394 0.6347 0.18775 0.7542 0.987151 0.806939 0.998621 "M" 0.0405733014215894 0.0852451044530097 0.0331037922600294
"AT1G02900" "RALF1" 53.2356058333333 26.2876712753902 "M" 0.0985616 0.375174 -0.144669 0.67325 0.077 0.48315 0.992396 0.608819 0.964589 "M" 0.0819549935975573 0.258811188145363 0.0200505925314375
"AT1G02910" "LPA1" 18.8564833333333 2.48572619773232 "M" 0.167442 0.289203 0.165814 0.46745 0.1573 0.41385 0.961423 0.771298 0.947557 "M" 0.350954313807456 0.518378544662131 0.346345405080459
"AT1G02920" "GSTF7" 88.6227291666667 89.4286323248846 "E" -1.14208 0.0425348 0.0515271 0.0096 0.9244 0.90435 0.215719 0.998621 0.998621 "E" 0.149413676859473 0.0183909025341447 0.00504796207456737
"AT1G02930" "GSTF6" 68.8117329166667 58.6066953616866 "E" -1.16747 -0.354555 -0.345936 0.0045 0.3434 0.3474 0.136889 0.918491 0.920414 "E" 0.274026732394655 0.137827387102428 0.175382943472159
"AT1G02940" "GSTF5" 0.187696774166667 0.147729601119365 "L" -0.984435 0.0596885 -1.00097 1 1 1 1 1 1 "L" 0.0422559877942216 0.0114294016457545 0.0758594800834571
"AT1G02950" "GSTF4" 4.663261375 1.26029429389098 "E" 0.616122 0.448096 0.546183 0.04945 0.12135 0.05025 0.511381 0.711506 0.514712 "E" 0.27749025035485 0.172782016886725 0.275654063418317
"AT1G02952" "AT1G02952" 0.762308233333333 0.50478382744812 "M" 0.012013 0.336274 -0.126561 0.976 0.8178 0.92235 0.998621 0.998621 0.998621 "M" 0.00736228341417977 0.0331859301684106 0.0023942972076374
"AT1G02960" "AT1G02960" 4.22027625 0.89652231430229 "L" -0.158214 0.17751 0.212282 0.55265 0.4504 0.3597 0.977607 0.957282 0.925506 "E" 0.298426983797422 0.269085284166652 0.236026518674733
"AT1G02970" "WEE1" 2.38040566666667 0.303387670307446 "L" -0.0956259 -0.106079 -0.265093 0.74625 0.6935 0.3196 0.998445 0.993753 0.906485 "L" 0.000546286379938921 0.00329133253101987 0.112533313210796
"AT1G02990" "AT1G02990" 0.663469454166667 0.189802759816812 "M" -0.0641469 -0.682528 -0.134219 0.83015 0.0196 0.62435 0.998621 0.322217 0.986434 "M" 0.10528491702732 0.259058486202863 0.122311830776295
"AT1G03000" "PEX6" 2.99150225 0.985349850036998 "M" 0.0198262 -0.3436 0.106532 0.9397 0.16235 0.6524 0.998621 0.777862 0.989249 "M" 0.101422125003901 0.456435701734796 0.043713968516452
"AT1G03010" "AT1G03010" 0.8044793125 0.239237486466526 "E" -0.669751 -0.360958 -0.413693 1 1 1 1 1 1 "E" 0.170814107004723 0.0797992649569846 0.162848192008633
"AT1G03020" "GRXS1" 7.03970704166667 3.9453253846513 "E" 0.374438 0.100784 0.0139928 0.4569 0.82105 0.95235 0.959425 0.998621 0.998621 "E" 0.0372509339733565 0.0222556138511575 0.00624844598010565
"AT1G03030" "AT1G03030" 11.5074642916667 1.68138477251666 "L" 0.0757606 0.0289387 0.183772 0.7523 0.8922 0.38625 0.998576 0.998621 0.937328 "L" 0.00576641598748984 0.0285012145791975 0.32511772145981
"AT1G03040" "BHLH7" 11.900423625 1.97843103821391 "L" 0.0413068 0.0160524 0.143937 0.85835 0.94025 0.48295 0.998621 0.998621 0.964543 "L" 0.0143778477070341 0.0335661594925351 0.22172277381101
"AT1G03055" "D27" 1.55928911666667 0.793298899070412 "L" 0.215385 0.7543 1.53424 0.7059 0.1212 0.00505 0.995334 0.711125 0.147001 "L" 0.10115522645398 0.0634492989968455 0.698504469069135
"AT1G03060" "SPI" 0.638341183333333 0.260321328503304 "E" 0.28694 -0.122448 -0.024932 0.25855 0.63125 0.922 0.868226 0.986893 0.998621 "E" 0.0404620532130816 5.9257661424672e-05 0.00641787231470425
"AT1G03070" "AT1G03070" 0.391656408333333 0.160442774769727 "E" -0.941387 -0.226418 -0.191071 1 1 1 1 1 1 "E" 0.130658227739192 0.0321238023857234 0.0531210491820288
"AT1G03080" "NET1D" 2.39643058333333 0.854508589508609 "E" 0.156477 -0.0850528 -0.117398 0.49775 0.69355 0.5809 0.967975 0.993753 0.98132 "E" 0.0458058640247149 0.0103542858910146 0.0328604416286243
"AT1G03090" "MCCA" 3.219647875 0.54895118529621 "L" -0.0841736 -0.0145005 -0.4299 0.75775 0.9508 0.0866 0.998621 0.998621 0.633988 "L" 0.0232384474161975 0.0989820412696298 0.436489218745363
"AT1G03100" "AT1G03100" 0.528727025 0.139097906841911 "L" 0.184086 0.00908213 0.336197 1 1 1 1 1 1 "L" 4.7819429091267e-05 0.0293990237920099 0.189592550136184
"AT1G03110" "TRM82" 9.44806383333333 1.47488261505478 "L" -0.0286099 0.0313106 0.073401 0.9046 0.88025 0.7213 0.998621 0.998621 0.996785 "E" 0.0540047463352593 0.00600125253325545 0.0418208879211885
"AT1G03120" "ATRAB28" 0.356273329166667 0.229862605178109 "E" 1.67722 0.453075 0.8537 1 1 1 1 1 1 "E" 0.19973858981396 0.0518761969530475 0.0798696527912927
"AT1G03130" "PSAD2" 751.376379166667 429.765624567012 "M" 0.18388 0.658396 -0.35977 0.68375 0.1234 0.35525 0.993552 0.71526 0.922953 "M" 0.103713316076581 0.316699823878847 0.0226113929575229
"AT1G03140" "AT1G03140" 15.6351216666667 2.97983952863043 "L" -0.124962 -0.12883 -0.263319 0.5828 0.53595 0.2013 0.981851 0.974427 0.820627 "E" 0.239853905121646 0.218312173002384 0.224877230411088
"AT1G03150" "AT1G03150" 26.6819145833333 9.82638894469421 "M" 0.00227988 0.236706 0.0903928 0.99245 0.24895 0.66245 0.998621 0.862721 0.991006 "M" 0.0712173524715087 0.225480457796702 0.100697367805322
"AT1G03160" "FZL" 8.278429375 1.91322780943287 "L" -0.052777 0.00847202 -0.100331 0.82175 0.96955 0.6313 0.998621 0.998621 0.986893 "L" 0.00296107181772887 0.00896662278291283 0.0357525767260325
"AT1G03170" "FAF2" 0.244381050416667 0.181153188482859 "L" 0.646509 -0.991708 1.19669 1 1 1 1 1 1 "L" 0.0142489162231797 0.249986323802078 0.545668055323073
"AT1G03180" "AT1G03180" 1.57105295833333 0.421599429462817 "E" 0.14971 -0.0795104 0.025585 0.68625 0.81645 0.93715 0.993595 0.998621 0.998621 "E" 0.042288671771713 0.00736906170778628 0.00288318139935773
"AT1G03190" "UVH6" 2.07884208333333 0.424476886350709 "M" -0.126655 -0.226942 -0.00357525 0.65855 0.3808 0.98835 0.990237 0.934691 0.998621 "M" 0.269549696488067 0.387594389628554 0.160612843698125
"AT1G03200" "AT1G03200" 1.43592865416667 0.704045039120318 "M" 0.398674 -0.946396 0.470266 0.5208 0.17345 0.38935 0.972572 0.791911 0.938232 "M" 0.0562580828678367 0.159414728149988 0.141254535565683
"AT1G03210" "AT1G03210" 16.1457762916667 5.11965593925646 "L" -0.100712 0.111417 -0.112977 0.662 0.5903 0.5907 0.990891 0.983559 0.983559 "M" 0.0431612021459074 0.0862605149126002 0.00248838214620462
"AT1G03220" "AT1G03220" 125.666184166667 41.0968256409803 "E" -0.702311 0.155847 -0.292409 0.02685 0.62575 0.37385 0.3823 0.986518 0.93274 "E" 0.107474929272059 0.0111513477101235 0.0157037348109734
"AT1G03230" "AT1G03230" 16.8475216666667 2.89221381088825 "M" -0.102734 -0.109983 -0.09182 0.64935 0.5999 0.65815 0.988925 0.984325 0.990183 "E" 0.117587721515097 0.0879430898726855 0.117344454038536
"AT1G03250" "AT1G03250" 12.8045652916667 2.73581786767964 "L" 0.133794 0.12356 0.317826 0.55965 0.55025 0.12625 0.979045 0.977324 0.720319 "L" 0.00635094467284647 0.0103527431253236 0.548679941357576
"AT1G03260" "AT1G03260" 7.768114625 1.33692060835482 "M" -0.181721 0.317723 0.0973112 0.47805 0.1557 0.6677 0.964085 0.769278 0.991733 "M" 0.176222856031172 0.18564297948766 0.0770517376794447
"AT1G03270" "CBSDUF4" 2.206143725 0.955955034596724 "M" 0.105967 -0.340337 -0.00683858 0.78225 0.33795 0.97325 0.998621 0.916292 0.998621 "M" 0.029111243252352 0.0553989540250202 0.0186811412332527
"AT1G03280" "AT1G03280" 10.503174375 0.898161394931301 "M" -0.0172468 -0.189624 0.0129476 0.9366 0.35365 0.9473 0.998621 0.922346 0.998621 "M" 0.129460403583072 0.351942485026114 0.106123671338245
"AT1G03290" "AT1G03290" 3.5520805 0.595147944961075 "E" -0.270944 -0.154351 0.131083 0.28745 0.49665 0.55695 0.889186 0.967388 0.978801 "E" 0.491059526720344 0.481897554418288 0.33959041145432
"AT1G03300" "ATDUF1" 1.24738284166667 0.244236162048871 "E" -0.355615 -0.184805 -0.248157 0.34045 0.57305 0.45125 0.917331 0.980041 0.957617 "E" 0.115703157867627 0.0537458773264513 0.114169094631199
"AT1G03310" "ISA2" 7.02591341666667 1.34802996020757 "L" -0.0363437 -0.119552 -0.180091 0.87155 0.5642 0.38485 0.998621 0.979362 0.93653 "L" 0.0125899230010997 0.202782555847291 0.203387314981056
"AT1G03320" "AT1G03320" 1.00396237083333 0.734378019470186 "M" -0.28041 -0.630132 0.415409 1 1 1 1 1 1 "M" 0.129590759599887 0.274333448535756 0.265820823635871
"AT1G03330" "LSM2" 30.3264270833333 8.35847714739717 "M" 0.195984 0.349065 0.236096 0.39225 0.09075 0.2456 0.93944 0.64507 0.859995 "M" 0.450678232735446 0.621457274273907 0.479710147247342
"AT1G03340" "AT1G03340" 0.688595170833333 0.1859051880964 "M" -0.304595 -1.03277 -0.0379283 1 1 1 1 1 1 "M" 0.157067670946282 0.322409335105685 0.103486420397312
"AT1G03350" "AT1G03350" 17.60598875 1.65373112312816 "L" -0.185007 -0.0754152 -0.203178 0.42135 0.72075 0.3254 0.949799 0.996785 0.909743 "L" 0.0608670071594331 0.172491711458702 0.196908873178772
"AT1G03360" "ATRRP4" 16.3674679166667 3.25930642530369 "M" -0.207542 -0.431932 -0.32579 0.36855 0.0378 0.1203 0.929858 0.452755 0.709288 "M" 0.58084013790481 0.648710665910692 0.623804725728399
"AT1G03365" "RF4" 3.309231125 0.554689165329973 "E" -0.210163 -0.128865 -0.0415072 0.37695 0.55445 0.8461 0.93338 0.978149 0.998621 "E" 0.191943199576329 0.137469451151418 0.105686689302341
"AT1G03370" "AT1G03370" 1.5432488375 0.429498881322397 "E" -0.245281 -0.20231 -0.158641 0.34355 0.3813 0.493 0.918491 0.934911 0.967084 "E" 0.275975151646647 0.171341336672605 0.262528015295072
"AT1G03380" "ATG18G" 3.72206329166667 0.997450619759563 "E" -0.479308 -0.43671 -0.262575 0.04485 0.0401 0.2095 0.490137 0.464797 0.828497 "E" 0.362338827538776 0.265243863332582 0.318218951625761
"AT1G03400" "AT1G03400" 2.78533220833333 0.591630294381475 "L" 0.120648 0.0410672 0.531551 0.68055 0.87415 0.0398 0.993117 0.998621 0.462947 "L" 0.0402509391706093 0.103057451239069 0.47533848782226
"AT1G03410" "2A6" 1.88702666666667 0.343853918786385 "E" -0.450068 -0.223708 -0.347402 0.3625 0.62865 0.4268 0.926704 0.986756 0.951227 "E" 0.17893683458868 0.091002695264779 0.178145454821749
"AT1G03420" "Sadhu4-2" 16.7738458333333 3.04295576593879 "E" 0.273366 -0.00227728 -0.0608125 0.3379 0.99605 0.8228 0.916292 0.99874 0.998621 "E" 0.513724262234045 0.213982287783844 0.0339366498564967
"AT1G03430" "AHP5" 5.76005366666667 1.0064317772487 "M" 0.179687 -0.251983 0.174597 0.50625 0.31295 0.4672 0.969581 0.903141 0.961364 "M" 0.0785697390277571 0.135927907483288 0.000211994621223122
"AT1G03440" "AT1G03440" 6.41351108333333 1.32905148320375 "M" -0.376942 -0.458211 -0.377584 0.1463 0.0471 0.1026 0.754035 0.500497 0.6734 "L" 0.672287815996565 0.582990268279921 0.673647351866781
"AT1G03457" "BRN2" 3.717844625 0.809052617217136 "M" 0.0151559 -0.635492 -0.33791 0.95605 0.01655 0.1888 0.998621 0.292498 0.808369 "M" 0.180971994754737 0.644585469525002 0.480488053461568
"AT1G03470" "NET3A" 3.02233908333333 0.680589364009952 "E" 0.576454 -0.14791 -0.174853 0.0582 0.60385 0.54185 0.548761 0.984792 0.975596 "E" 0.283048865236784 0.0601369813583977 0.0753116602123782
"AT1G03475" "CPX1" 64.30260625 17.3227716074352 "E" 0.36592 0.27261 0.071732 0.1785 0.2659 0.76505 0.796998 0.872157 0.998621 "M" 0.287888850244305 0.289492726084073 0.123535796255416
"AT1G03495" "3AT2" 2.23511654166667 0.527296188558111 "M" -0.380031 -0.547691 -0.337873 0.20755 0.0497 0.2086 0.826863 0.512505 0.827427 "E" 0.168458037657776 0.142906115583969 0.163905806127127
"AT1G03502" "AT1G03502" 24.9061245833333 59.9990311245629 "M" 0.782799 -1.5951 0.668485 1 1 1 1 1 1 "M" 0.0551376116921515 0.0582641569377907 0.000127745703516258
"AT1G03510" "PCMP-E3" 0.897305604166667 0.289064757635692 "M" 0.213764 -0.319452 0.060925 0.6308 0.45385 0.88625 0.986892 0.958348 0.998621 "E" 0.0540741407401734 0.0468042903079849 0.00883848076459626
"AT1G03520" "AT1G03520" 2.33269666666667 0.635889022308731 "E" -0.535031 -0.0862876 -0.203292 0.13705 0.7858 0.5154 0.739776 0.998621 0.971744 "E" 0.31314345862159 0.0604397818401911 0.158792503343826
"AT1G03530" "ATNAF1" 2.11875095833333 0.561115375285727 "M" -0.581872 -0.690496 -0.275139 0.0379 0.008 0.26135 0.453204 0.194774 0.86923 "E" 0.614477690637112 0.590040452887921 0.504438976287474
"AT1G03540" "PCMP-E4" 0.296714475833333 0.159879711803778 "M" 0.473176 -2.23306 -1.37926 1 1 1 1 1 1 "M" 0.277455572478783 0.338242780091282 0.274329508955186
"AT1G03545" "AT1G03545" 0.1591822425 0.0779245881844685 "E" -1.13138 -0.49998 -0.9516 1 1 1 1 1 1 "L" 0.0574114816347269 0.0893600409032014 0.157422239304077
"AT1G03550" "SCAMP2" 1.5621866 0.45138950413967 "L" 0.289054 -0.225536 0.298667 0.4775 0.5634 0.4088 0.963827 0.979307 0.945298 "L" 0.0684746983095563 0.06995333850564 0.113273879903544
"AT1G03560" "AT1G03560" 2.23665370833333 0.319594989841216 "M" 0.0419101 0.173894 -0.0961935 0.8769 0.4891 0.71215 0.998621 0.966148 0.995968 "M" 0.0676445990459997 0.235134169889381 0.00556935293323502
"AT1G03580" "AT1G03580" 0.5230655 0.254641528950856 "L" 0.379302 -0.276506 -0.429573 1 1 1 1 1 1 "E" 0.217720444412015 0.0397562438085168 0.1585535414489
"AT1G03590" "PPC6-6" 5.88005870833333 0.793645288683283 "M" -0.49287 -0.644333 -0.460604 0.04555 0.0038 0.0347 0.493032 0.12343 0.433674 "E" 0.488517560192506 0.450905144579067 0.486475452248369
"AT1G03600" "PSB27-1" 227.844795833333 80.4238058091199 "E" 0.35826 0.300217 0.0285509 0.26035 0.29025 0.91805 0.868901 0.891333 0.998621 "M" 0.167525576463403 0.191003571363798 0.0617656325243029
"AT1G03610" "AT1G03610" 7.41412075 1.11908321703897 "M" 0.0073705 0.124194 -0.10913 0.9767 0.5603 0.60555 0.998621 0.979213 0.985155 "M" 0.032269938736263 0.151924438199606 0.00144113916534994
"AT1G03620" "AT1G03620" 1.4331078125 0.694386554699554 "M" 0.572942 1.18648 1.14164 0.30405 0.0155 0.01945 0.898993 0.283761 0.320477 "M" 0.0239274669191055 0.391784767263885 0.360832819849552
"AT1G03630" "PORC" 132.9052225 40.988774566133 "M" 0.423444 0.57938 0.433505 0.19795 0.04845 0.14955 0.817003 0.506383 0.758849 "M" 0.180498965006213 0.204109248809483 0.182873212290806
